pmid	title	journal
32233055	Lest we forget.	Am J Transplant
32233049	ISUOG Consensus Statement on organization of routine and specialist obstetric ultrasound services in the context of COVID-19.	Ultrasound Obstet Gynecol
32233040	Intranasal corticosteroids in allergic rhinitis in COVID-19 infected patients: An ARIA-EAACI statement.	Allergy
32233034	Overview of guidance for endoscopy during the coronavirus disease 2019 (COVID-19) pandemic.	J Gastroenterol Hepatol
32233030	Three-dimensional printed circuit splitter and flow restriction devices for multiple patient lung ventilation using one anaesthesia workstation or ventilator.	Anaesthesia
32233018	Covid-19 and diabetes mellitus: unveiling the interaction of two pandemics.	Diabetes Metab Res Rev
32233013	Diabetes is a risk factor for the progression and prognosis of COVID-19.	Diabetes Metab Res Rev
32232986	Potential utilities of mask-wearing and instant hand hygiene for fighting SARS-CoV-2.	J Med Virol
32232980	COVID-19 epidemic: Disease characteristics in children.	J Med Virol
32232979	"Analysis of heart injury laboratory parameters in 273 COVID-19 patients in one hospital in Wuhan, China."	J Med Virol
32232977	"Response to ""Comments on 'Zhang et al.: Clinical trial analysis of 2019-nCoV therapy registered in China '""."	J Med Virol
32232976	CD-sACE2 inclusion compounds: An effective treatment for coronavirus disease 2019 (COVID-19).	J Med Virol
32232915	COVID-19 Pandemic - Is Virtual Urology Clinic the answer to keeping the cancer pathway moving?	BJU Int
32232837	Headaches Associated With Personal Protective Equipment - A Cross-Sectional Study Among Frontline Healthcare Workers During COVID-19.	Headache
32232784	A woman with fever and cough: coronavirus disease 2019.	Intern Emerg Med
32232773	Correction to: Practical indications for the prevention and management of SARS-CoV-2 in ambulatory dialysis patients: lessons from the first phase of the epidemics in Lombardy.	J Nephrol
32232685	"The experience of high-flow nasal cannula in hospitalized patients with 2019 novel coronavirus-infected pneumonia in two hospitals of Chongqing, China."	Ann Intensive Care
32232652	Clinical and Transmission Characteristics of Covid-19 - A Retrospective Study of 25 Cases from a Single Thoracic Surgery Department.	Curr Med Sci
32232651	Facing the COVID-19 emergency: we can and we do.	Radiol Med
32232648	Diagnostic performance of chest CT to differentiate COVID-19 pneumonia in non-high-epidemic area in Japan.	Jpn J Radiol
32232568	"Ocular manifestation, eye protection, and COVID-19."	Graefes Arch Clin Exp Ophthalmol
32232552	Coronavirus disease 2019 (COVID-19) and anti-rheumatic drugs.	Rheumatol Int
32232551	"COVID-19, rheumatic diseases and immunosuppressive drugs: an appeal for medication adherence."	Rheumatol Int
32232545	[SARS-CoV-2-a challenge for all of us].	Ophthalmologe
32232520	Facing a disruptive threat: how can a nuclear medicine service be prepared for the coronavirus outbreak 2020?	Eur J Nucl Med Mol Imaging
32232480	Our Response to COVID-19 as Endocrinologists and Diabetologists.	J Clin Endocrinol Metab
32232474	Human challenge studies to accelerate coronavirus vaccine licensure.	J Infect Dis
32232466	Perspectives on Coronavirus Disease 2019 Control Measures for Ophthalmology Clinics Based on a Singapore Center Experience.	JAMA Ophthalmol
32232433	"Characteristics of Ocular Findings of Patients With Coronavirus Disease 2019 (COVID-19) in Hubei Province, China."	JAMA Ophthalmol
32232432	"Balancing Health Privacy, Health Information Exchange and Research in the Context of the COVID-19 Pandemic."	J Am Med Inform Assoc
32232429	Computed Tomographic Imaging of 3 Patients With Coronavirus Disease 2019 Pneumonia With Negative Virus Real-time Reverse-Transcription Polymerase Chain Reaction Test.	Clin Infect Dis
32232426	Surgical Considerations for Tracheostomy During the COVID-19 Pandemic: Lessons Learned From the Severe Acute Respiratory Syndrome Outbreak.	JAMA Otolaryngol Head Neck Surg
32232423	Safety Recommendations for Evaluation and Surgery of the Head and Neck During the COVID-19 Pandemic.	JAMA Otolaryngol Head Neck Surg
32232422	"Humans, Viruses, and the Eye-An Early Report From the COVID-19 Front Line."	JAMA Ophthalmol
32232421	Community Prevalence of SARS-CoV-2 Among Patients With Influenzalike Illnesses Presenting to a Los Angeles Medical Center in March 2020.	JAMA
32232420	Medical Student Education in the Time of COVID-19.	JAMA
32232419	Use of Hydroxychloroquine and Chloroquine During the COVID-19 Pandemic: What Every Clinician Should Know.	Ann Intern Med
32232402	COVID-19 epidemic: disentangling the re-emerging controversy about medical facemasks from an epidemiological perspective.	Int J Epidemiol
32232396	Recommendations from the Peking Union Medical College Hospital for the management of acute myocardial infarction during the COVID-19 outbreak.	Eur Heart J
32232395	Initial COVID-19 affecting cardiac patients in China.	Eur Heart J
32232339	Forty years with coronaviruses.	J Exp Med
32232322	Disparities in Age-Specific Morbidity and Mortality from SARS-CoV-2 in China and the Republic of Korea.	Clin Infect Dis
32232230	Experience of Diagnosing and Managing Patients in Oral Maxillofacial Surgery during the Prevention and Control Period of the New Coronavirus Pneumonia.	Chin J Dent Res
32232219	The COVID-19 Intubation and Ventilation Pathway (CiVP); a Commentary.	Arch Acad Emerg Med
32232218	Prevalence of Underlying Diseases in Hospitalized Patients with COVID-19: a Systematic Review and Meta-Analysis.	Arch Acad Emerg Med
32232217	Risks of Novel Coronavirus Disease (COVID-19) in Pregnancy; a Narrative Review.	Arch Acad Emerg Med
32232216	Incidentally Diagnosed COVID-19 Infection in Trauma Patients; a Clinical Experience.	Arch Acad Emerg Med
32232215	Information Diet in Covid-19 Crisis; a Commentary.	Arch Acad Emerg Med
32232214	Potential Treatments for COVID-19; a Narrative Literature Review.	Arch Acad Emerg Med
32232213	"Daily Situation Report on Coronavirus disease (COVID-19) in Iran; March 13, 2020."	Arch Acad Emerg Med
32231392	Forecasting the novel coronavirus COVID-19.	PLoS One
32231374	"Data-based analysis, modelling and forecasting of the COVID-19 outbreak."	PLoS One
32231349	Chloroquine in COVID-19: the evidence.	Monaldi Arch Chest Dis
32231348	Emerging prophylaxis strategies against COVID-19.	Monaldi Arch Chest Dis
32231345	Inhibition of SARS-CoV-2 (previously 2019-nCoV) infection by a highly potent pan-coronavirus fusion inhibitor targeting its spike protein that harbors a high capacity to mediate membrane fusion.	Cell Res
32231330	Reply to: 'Interaction between RAAS inhibitors and ACE2 in the context of COVID-19'.	Nat Rev Cardiol
32231328	Interaction between RAAS inhibitors and ACE2 in the context of COVID-19.	Nat Rev Cardiol
32231323	"Cull, release or bring them home: Coronavirus crisis forces hard decisions for labs with animals."	Nature
32231322	Climate vs coronavirus: Why massive stimulus plans could represent missed opportunities.	Nature
32231320	Blocking information on COVID-19 can fuel the spread of misinformation.	Nature
32231319	'We need to be alert': Scientists fear second coronavirus wave as China's lockdowns ease.	Nature
32231220	Antihypertensive treatment with ACEI/ARB of patients with COVID-19 complicated by hypertension.	Hypertens Res
32231173	Recommendations of management in SARS-CoV-2 infection of the Polish Association of Epidemiologists and Infectiologists.	Pol Arch Intern Med
32231172	63-year-old male treated for COVID-19.	Pol Arch Intern Med
32231171	Hypertension and its severity or mortality in Coronavirus Disease 2019 (COVID-19): a pooled analysis.	Pol Arch Intern Med
32230995	Quarantine Vehicle Scheduling for Transferring High-Risk Individuals in Epidemic Areas.	Int J Environ Res Public Health
32230900	"Virology, Epidemiology, Pathogenesis, and Control of COVID-19."	Viruses
32229802	Emergency cesarean section on severe acute respiratory syndrome coronavirus 2 (SARS- CoV-2) confirmed patient.	Korean J Anesthesiol
32229768	COVID-19: response plan for International Medical Assistance companies.	Eur J Emerg Med
32229766	COVID-19 Pandemic and Acute Myocardial Infarction: Management Protocol From A British Cardiac Centre.	Crit Pathw Cardiol
32229753	"To Protect Healthcare Workers Better, To Save More Lives."	Anesth Analg
32229732	"Coronavirus Disease 19 Infection Does Not Result in Acute Kidney Injury: An Analysis of 116 Hospitalized Patients from Wuhan, China."	Am J Nephrol
32229706	COVID-19 and chronological aging: senolytics and other anti-aging drugs for the treatment or prevention of corona virus infection?	Aging (Albany NY)
32229705	"Geroprotective and senoremediative strategies to reduce the comorbidity, infection rates, severity, and lethality in gerophilic and gerolavic infections."	Aging (Albany NY)
32229647	COVID-19: An Unintended Force for Medical Revolution?	J Invasive Cardiol
32229646	Staff Mental Health Self-Assessment During the COVID-19 Outbreak.	East Asian Arch Psychiatry
32229625	Neurologic complications of coronavirus infections.	Neurology
32229605	Evaluation of Nucleocapsid and Spike Protein-based ELISAs for detecting antibodies against SARS-CoV-2.	J Clin Microbiol
32229604	"Evaluation of saline, phosphate buffered saline and minimum essential medium as potential alternatives to viral transport media for SARS-CoV-2 testing."	J Clin Microbiol
32229575	Covid-19: Mercedes F1 to provide breathing aid as alternative to ventilator.	BMJ
32229574	News Feature: Avoiding pitfalls in the pursuit of a COVID-19 vaccine.	Proc Natl Acad Sci U S A
32229543	Covid-19: why is the UK government ignoring WHO's advice?	BMJ
32229540	"Covid-19: Trump extends physical distancing to 30 April, as cases climb in New York."	BMJ
32229501	Cancer care during the spread of coronavirus disease 2019 (COVID-19) in Italy: young oncologists' perspective.	ESMO Open
32229477	Covid-19: how coronavirus will change the face of general practice forever.	BMJ
32229434	How imaging should properly be used in COVID-19 outbreak: an Italian experience.	Diagn Interv Radiol
32229433	Interventional radiology and COVID-19: evidence-based measures to limit transmission.	Diagn Interv Radiol
32229390	The psychological impact of the COVID-19 epidemic on college students in China.	Psychiatry Res
32229322	Diagnosis of the Coronavirus disease (COVID-19): rRT-PCR or CT?	Eur J Radiol
32229297	Lessons Learned During the COVID-19 Virus Pandemic.	J Am Coll Surg
32229288	Molecular characterization of SARS-CoV-2 from the first case of COVID-19 in Italy.	Clin Microbiol Infect
32229286	What Should Palliative Care's Response Be to the COVID-19 Pandemic?	J Pain Symptom Manage
32229278	Telehealth: Helping your patients and practice survive and thrive during the COVID-19 crisis with rapid quality implementation.	J Am Acad Dermatol
32229257	Risk-adapted Treatment Strategy For COVID-19 Patients.	Int J Infect Dis
32229159	SARS-CoV-2 infection presenting with hematochezia.	Med Mal Infect
32229157	Practical Strategies Against the Novel Coronavirus and COVID-19-the Imminent Global Threat.	Arch Med Res
32229155	Can Bioactive Lipids Inactivate Coronavirus (COVID-19)?	Arch Med Res
32229132	Separated pathways in the endoscopy unit for COVID-19 patients.	Gastrointest Endosc
32229131	Considerations in performing endoscopy during the COVID-19 pandemic.	Gastrointest Endosc
32229107	Dynamic change process of target genes by RT-PCR testing of SARS-Cov-2 during the course of a Coronavirus Disease 2019 patient.	Clin Chim Acta
32229082	Integrative considerations during the COVID-19 pandemic.	Explore (NY)
32229062	Necessitating repeated chest CT in COVID-19 pneumonia.	J Formos Med Assoc
32229048	[SARS-CoV-2/COVID 19 Infection and Solid Cancers: Synthesis of Recommendations for Health Professionals].	Bull Cancer
32228860	SARS-CoV-2 (COVID-19) by the numbers.	Elife
32228827	[Exploration of omics mechanism and drug prediction of coronavirus-induced heart failure based on clinical bioinformatics].	Zhonghua Xin Xue Guan Bing Za Zhi
32228825	How to reduce the likelihood of coronavirus-19 (CoV-19 or SARS-CoV-2) infection and lung inflammation mediated by IL-1.	J Biol Regul Homeost Agents
32228809	"Asymptomatic and Human-to-Human Transmission of SARS-CoV-2 in a 2-Family Cluster, Xuzhou, China."	Emerg Infect Dis
32228808	"Policy Decisions and Use of Information Technology to Fight 2019 Novel Coronavirus Disease, Taiwan."	Emerg Infect Dis
32228780	Advanced Preparation Makes Research in Emergencies and Isolation Care Possible: The Case of Coronavirus Disease.	Am J Trop Med Hyg
32228738	Mortality Rate of Infection With COVID-19 in Korea From the Perspective of Underlying Disease.	Disaster Med Public Health Prep
32228737	COVID-19 disease emergency operational instructions for Mental Health Departments issued by the Italian Society of Epidemiological Psychiatry.	Epidemiol Psychiatr Sci
32228736	Heart University: a new online educational forum in paediatric and adult congenital cardiac care. The future of virtual learning in a post-pandemic world?	Cardiol Young
32228732	"Epidemiological Characteristics on the Clustering Nature of COVID-19 in Qingdao City, 2020: A Descriptive Analysis."	Disaster Med Public Health Prep
32228369	Challenges and Potential Solutions of Stroke Care During the Coronavirus Disease 2019 (COVID-19) Outbreak.	Stroke
32228364	Radiology Department Preparedness for COVID-19: Facing an Unexpected Outbreak of the Disease.	Radiology
32228363	COVID-19-associated Acute Hemorrhagic Necrotizing Encephalopathy: CT and MRI Features.	Radiology
32228362	3D CT of Novel Coronavirus (COVID-19) Pneumonia.	Radiology
32228332	COVID-19 and the Urology Match: Perspectives and a Call to Action.	J Urol
32228322	"COVID-19 Pandemic, Corona Viruses, and Diabetes Mellitus."	Am J Physiol Endocrinol Metab
32228309	"Guidance for Cardiac Electrophysiology During the Coronavirus (COVID-19) Pandemic from the Heart Rhythm Society COVID-19 Task Force; Electrophysiology Section of the American College of Cardiology; and the Electrocardiography and Arrhythmias Committee of the Council on Clinical Cardiology, American Heart Association."	Circulation
32228252	"COVID-19, ACE2, and the cardiovascular consequences."	Am J Physiol Heart Circ Physiol
32228226	Transcriptomic characteristics of bronchoalveolar lavage fluid and peripheral blood mononuclear cells in COVID-19 patients.	Emerg Microbes Infect
32228222	Renin-angiotensin system inhibitors improve the clinical outcomes of COVID-19 patients with hypertension.	Emerg Microbes Infect
32228035	"Covid-19 Does Not Lead to a ""Typical"" Acute Respiratory Distress Syndrome."	Am J Respir Crit Care Med
32227916	Nano Research for COVID-19.	ACS Nano
32227844	Is Regional Anesthesia Safe Enough in Suspected or Confirmed COVID-19 Patients?	ACS Chem Neurosci
32227799	"Preliminary case report on the SARS-CoV-2 cluster in the UK, France, and Spain"	Swiss Med Wkly
32227794	At the 'heart' of the COVID-19 outbreak: early cardiac implications and mitigating strategies.	Singapore Med J
32227793	Dealing with COVID-19: initial perspectives of a small radiology department.	Singapore Med J
32227760	Renin-Angiotensin-Aldosterone System Inhibitors in Patients with Covid-19.	N Engl J Med
32227759	Feeding Low-Income Children during the Covid-19 Pandemic.	N Engl J Med
32227758	Covid-19 in Critically Ill Patients in the Seattle Region - Case Series.	N Engl J Med
32227757	Developing Covid-19 Vaccines at Pandemic Speed.	N Engl J Med
32227671	COVID-19-Related School Closings and Risk of Weight Gain Among Children.	Obesity (Silver Spring)
32227668	"Coronavirus disease 2019 (COVID-19) outbreak at the Department of Ophthalmology, Oslo University Hospital, Norway."	Acta Ophthalmol
32227663	Veterinary oncologists adapting to COVID-19 pandemic.	Vet Comp Oncol
32227642	Introducing the 21st Century's New Four Horsemen of the Coronapocalypse.	Bioessays
32227627	Letter to the editor: Headline stress disorder caused by Netnews during the outbreak of COVID-19.	Health Expect
32227609	The possible impact of COVID-19 on colorectal surgery in Italy.	Colorectal Dis
32227596	Migraine Care in the Era of COVID-19: Clinical Pearls and Plea to Insurers.	Headache
32227594	Social media for rapid knowledge dissemination: early experience from the COVID-19 pandemic.	Anaesthesia
32227551	Cancer Research Ethics and COVID-19.	Oncologist
32227547	Health psychology and the coronavirus (COVID-19) global pandemic: A call for research.	Br J Health Psychol
32227511	Pulmonary infiltration shadows associated with acute aortic dissection mimicking coronavirus pneumonia.	J Card Surg
32227494	"Caution should be exercised for the detection of SARS-CoV-2, especially in the elderly."	J Med Virol
32227493	Novel coronavirus treatment with ribavirin: Groundwork for an evaluation concerning COVID-19.	J Med Virol
32227492	"Proposal for International Standardization of the Use of Lung Ultrasound for Patients With COVID-19: A Simple, Quantitative, Reproducible Method."	J Ultrasound Med
32227490	Performance of VivaDiag COVID-19 IgM/IgG Rapid Test is inadequate for diagnosis of COVID-19 in acute patients referring to emergency room department.	J Med Virol
32227489	Concerns regarding calculation of fatality rate of Chinese samples in COVID-19 meta-analysis.	J Med Virol
32227488	Diagnosis and treatment of an acute severe pneumonia patient with COVID-19: Case report.	J Med Virol
32227474	The human rights of children with disabilities during health emergencies: the challenge of COVID-19.	Dev Med Child Neurol
32227357	COVID-19 treatment by repurposing drugs until the vaccine is in sight.	Drug Dev Res
32227274	The correlation between viral clearance and biochemical outcomes of 94 COVID-19 infected discharged patients.	Inflamm Res
32227250	ASPHER statement on the novel coronavirus disease (COVID-19) outbreak emergency.	Int J Public Health
32227236	Annals On Call - Protecting Health Care Workers From COVID-19.	Ann Intern Med
32227218	Mental health in the Covid-19 pandemic.	QJM
32227214	Older people and epidemics: a call for empathy.	Age Ageing
32227200	Older Clinicians and the Surge in Novel Coronavirus Disease 2019 (COVID-19).	JAMA
32227199	SARS-CoV-2 Testing.	Am J Clin Pathol
32227189	A Rush to Judgment? Rapid Reporting and Dissemination of Results and Its Consequences Regarding the Use of Hydroxychloroquine for COVID-19.	Ann Intern Med
32227186	High population densities catalyze the spread of COVID-19.	J Travel Med
32227177	"Possible Transmission of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) in a Public Bath Center in Huai'an, Jiangsu Province, China."	JAMA Netw Open
32227141	SARS-CoV-2-Positive Sputum and Feces After Conversion of Pharyngeal Samples in Patients With COVID-19.	Ann Intern Med
32227123	Characteristics of peripheral lymphocyte subset alteration in COVID-19 pneumonia.	J Infect Dis
32227121	The Late Arrival of COVID-19 in Africa - Mitigating Pan-Continental Spread.	Clin Infect Dis
32227120	Acute pulmonary embolism and COVID-19 pneumonia: a random association?	Eur Heart J
32227091	Novel Coronavirus Pneumonia (COVID-19) Progression Course in 17 Discharged Patients: Comparison of Clinical and Thin-Section CT Features During Recovery.	Clin Infect Dis
32227090	The ACE2 expression in human heart indicates new potential mechanism of heart injury among patients infected with SARS-CoV-2.	Cardiovasc Res
32227076	Life-threatening cardiac tamponade complicating myo-pericarditis in COVID-19.	Eur Heart J
32226962	COVID-19 in a Patient Presenting with Syncope and a Normal Chest X-ray.	R I Med J (2013)
32226946	COVID-19: a novel zoonotic disease caused by a coronavirus from China: what we know and what we don't.	Microbiol Aust
32226823	"The novel coronavirus outbreak in Wuhan, China."	Glob Health Res Policy
32226821	Research and Development on Therapeutic Agents and Vaccines for COVID-19 and Related Human Coronavirus Diseases.	ACS Cent Sci
32226695	"Acetazolamide, Nifedipine and Phosphodiesterase Inhibitors: Rationale for Their Utilization as Adjunctive Countermeasures in the Treatment of Coronavirus Disease 2019 (COVID-19)."	Cureus
32226636	Lymphopenia predicts disease severity of COVID-19: a descriptive and predictive study.	Signal Transduct Target Ther
32226353	The Fear of COVID-19 Scale: Development and Initial Validation.	Int J Ment Health Addict
32226295	COVID-19: what has been learned and to be learned about the novel coronavirus disease.	Int J Biol Sci
32226294	"Knowledge, attitudes, and practices towards COVID-19 among Chinese residents during the rapid rise period of the COVID-19 outbreak: a quick online cross-sectional survey."	Int J Biol Sci
32226293	The COVID-19 outbreak and psychiatric hospitals in China: managing challenges through mental health service reform.	Int J Biol Sci
32226292	Tribute to health workers in China: A group of respectable population during the outbreak of the COVID-19.	Int J Biol Sci
32226291	Progression of Mental Health Services during the COVID-19 Outbreak in China.	Int J Biol Sci
32226290	Targeting the Endocytic Pathway and Autophagy Process as a Novel Therapeutic Strategy in COVID-19.	Int J Biol Sci
32226289	Perspectives on therapeutic neutralizing antibodies against the Novel Coronavirus SARS-CoV-2.	Int J Biol Sci
32226288	Traditional Chinese Medicine in the Treatment of Patients Infected with 2019-New Coronavirus (SARS-CoV-2): A Review and Perspective.	Int J Biol Sci
32226287	Evaluation of SARS-CoV-2 RNA shedding in clinical specimens and clinical characteristics of 10 patients with COVID-19 in Macau.	Int J Biol Sci
32226286	Zoonotic origins of human coronaviruses.	Int J Biol Sci
32226285	SARS-CoV-2: an Emerging Coronavirus that Causes a Global Threat.	Int J Biol Sci
32226284	The global battle against SARS-CoV-2 and COVID-19.	Int J Biol Sci
32226003	COVID-19: The outbreak caused by a new coronavirus.	Bol Med Hosp Infant Mex
32225995	Why Italian ENT physicians should be aware of SARS-CoV-2.	Acta Otorhinolaryngol Ital
32225178	The Impact of COVID-19 on Italy: A Lesson for the Future.	Int J Occup Environ Med
32225177	Methanol Mass Poisoning Outbreak: A Consequence of COVID-19 Pandemic and Misleading Messages on Social Media.	Int J Occup Environ Med
32225176	Structure of the SARS-CoV-2 spike receptor-binding domain bound to the ACE2 receptor.	Nature
32225175	Structural basis of receptor recognition by SARS-CoV-2.	Nature
32225137	Facing in real time the challenges of the Covid-19 epidemic for rehabilitation.	Eur J Phys Rehabil Med
32225135	Pathways for urology patients during the COVID-19 pandemic.	Minerva Urol Nefrol
32225133	Number of COVID-19 cases in Chile at 120 days with data at 21/03/2020 and threshold of daily effort to flatten the epi-curve.	Medwave
32225019	"Strengths, Weaknesses, Opportunities and Threats (SWOT) Analysis of China's Prevention and Control Strategy for the COVID-19 Epidemic."	Int J Environ Res Public Health
32224986	Human Saliva: Non-Invasive Fluid for Detecting Novel Coronavirus (2019-nCoV).	Int J Environ Res Public Health
32224769	Surviving Sepsis Campaign: Guidelines on the Management of Critically Ill Adults with Coronavirus Disease 2019 (COVID-19).	Crit Care Med
32224712	"COVID-19, a UK perspective."	Eur J Emerg Med
32224711	"COVID-19: one threat, one world, one response (magical thinking)."	Eur J Emerg Med
32224710	How emergency departments prepare for virus disease outbreaks like COVID-19.	Eur J Emerg Med
32224612	A Study of Basic Needs and Psychological Wellbeing of Medical Workers in the Fever Clinic of a Tertiary General Hospital in Beijing during the COVID-19 Outbreak.	Psychother Psychosom
32224550	COVID-19 threatens health systems in sub-Saharan Africa: the eye of the crocodile.	J Clin Invest
32224494	Covid-19: Doctors are told not to perform CPR on patients in cardiac arrest.	BMJ
32224344	Screening for Chinese medical staff mental health by SDS and SAS during the outbreak of COVID-19.	J Psychosom Res
32224313	The many estimates of the COVID-19 case fatality rate.	Lancet Infect Dis
32224310	Clinical and virological data of the first cases of COVID-19 in Europe: a case series.	Lancet Infect Dis
32224308	Understanding COVID-19: what does viral RNA load really mean?	Lancet Infect Dis
32224304	COVID-19 infection in children.	Lancet Respir Med
32224303	Mental health considerations for children quarantined because of COVID-19.	Lancet Child Adolesc Health
32224299	A role for CT in COVID-19? What data really tell us so far.	Lancet
32224296	Tracking COVID-19 responsibly.	Lancet
32224295	The COVID-19 response must be disability inclusive.	Lancet Public Health
32224294	[Recommendations CCAFU on the management of cancers of the urogenital system during an epidemic with Coronavirus COVID-19].	Prog Urol
32224277	COVID-19 and immunomodulator/immunosuppressant use in dermatology.	J Am Acad Dermatol
32224276	Ethical outpatient dermatology care during the coronavirus (COVID-19) pandemic.	J Am Acad Dermatol
32224232	COVID-19: Pandemic Contingency Planning for the Allergy and Immunology Clinic.	J Allergy Clin Immunol Pract
32224164	COVID-19 and diabetes: Can DPP4 inhibition play a role?	Diabetes Res Clin Pract
32224151	"Clinical characteristics of COVID-19-infected cancer patients: A retrospective case study in three hospitals within Wuhan, China."	Ann Oncol
32224133	How to link patients with suspicious COVID-19 to health system from the community pharmacies? A route proposal.	Res Social Adm Pharm
32224117	Evolving reporting criteria of COVID-19 in Taiwan during the epidemic.	J Microbiol Immunol Infect
32224116	Do children need a longer time to shed SARS-CoV-2 in stool than adults?	J Microbiol Immunol Infect
32224074	Comparison of Hospitalized Patients With ARDS Caused by COVID-19 and H1N1.	Chest
32224009	Editorial: safe healthcare teams during the coronavirus outbreak.	Br J Oral Maxillofac Surg
32223988	ECMO for ARDS due to COVID-19.	Heart Lung
32223871	Preliminary Results of Initial Testing for Coronavirus (COVID-19) in the Emergency Department.	West J Emerg Med
32223870	Keeping the Fire House Running: A Proposed Approach to Mitigate Spread of COVID-19 Among Public Safety Personnel.	West J Emerg Med
32223856	Cochrane Corner: Coronavirus (COVID-19): infection control and prevention measures.	J Prim Health Care
32223840	[Quick community survey on the impact of COVID-19 outbreak for the healthcare of people living with HIV].	Zhonghua Liu Xing Bing Xue Za Zhi
32223839	[Epidemiology and clinical features of highly pathogenic human coronavirus infection in children].	Zhonghua Er Ke Za Zhi
32223782	Just the Facts: Airway management during the COVID-19 pandemic.	CJEM
32223776	A RANDOMIZED TRIAL OF INSTRUCTOR-LED TRAINING VERSUS VIDEO LESSON IN TRAINING HEALTH CARE PROVIDERS IN PROPER DONNING AND DOFFING OF PERSONAL PROTECTIVE EQUIPMENT.	Disaster Med Public Health Prep
32223774	Roadblocks to Infection Prevention Efforts in Healthcare SARS-CoV-2/COVID-19 Response.	Disaster Med Public Health Prep
32223769	Shelter hospital mode: how to prevent novel coronavirus infection 2019 (COVID-19) hospital-acquired infection?	Infect Control Hosp Epidemiol
32223768	Fast nosocomial spread of SARS-CoV2 in a French geriatric unit Lyon Study Group on Covid-19 infection.	Infect Control Hosp Epidemiol
32223767	Unprecedented solutions for extraordinary times: Helping long-term care settings deal with the COVID-19 pandemic.	Infect Control Hosp Epidemiol
32223725	"COVID-19, Australia: Epidemiology Report 8 (Reporting period from 19:00 AEDT 14 March to 23:59 AEDT 22 March 2020)."	Commun Dis Intell (2018)
32223716	Diagnosis and Management of COVID-19 Disease.	Am J Respir Crit Care Med
32223707	We're in this together: helping veterinarians navigate COVID-19.	J Am Vet Med Assoc
32223697	Response to Wen and Li. Anesthesia Procedure of Emergency Operation for Patients with Suspected or Confirmed COVID-19 (DOI: 10.1089/sur.2020.040).	Surg Infect (Larchmt)
32223689	Rules for scientific progress while living with the COVID-19 Pandemic: from 'benchside' to 'fireside.'	Cancer Biol Ther
32223665	Timely Diagnosis and Treatment Shortens the Time to Resolution of Coronavirus Disease (COVID-19) Pneumonia and Lowers the Highest and Last CT Scores From Sequential Chest CT.	AJR Am J Roentgenol
32223581	International Perspectives Concerning Donor Milk Banking During the SARS-CoV-2 (COVID-19) Pandemic.	J Hum Lact
32223555	Potential risk of the kidney vulnerable to novel coronavirus 2019 infection.	Am J Physiol Renal Physiol
32223552	Letter to the Editor: Angiotensin-converting enzyme 2: an ally or a Trojan horse? Implications to SARS-CoV-2-related cardiovascular complications.	Am J Physiol Heart Circ Physiol
32223490	Preparing an obstetric unit in the heart of the epidemic strike of COVID-19: quick reorganization tips.	J Matern Fetal Neonatal Med
32223477	Pregnant women in the exposure to COVID-19 infection outbreak: the unseen risk factors and preventive healthcare patterns.	J Matern Fetal Neonatal Med
32223353	Biological treatment during COVID-19 outbreak.	J Dermatolog Treat
32223349	How could artificial intelligence aid in the fight against coronavirus?	Expert Rev Anti Infect Ther
32223317	Study on the public psychological states and its related factors during the outbreak of coronavirus disease 2019 (COVID-19) in some regions of China.	Psychol Health Med
32223179	Diagnosing COVID-19: The Disease and Tools for Detection.	ACS Nano
32223077	Neuroinfection may potentially contribute to pathophysiology and clinical manifestations of COVID-19.	Acta Physiol (Oxf)
32223073	Antipsoriatic treatments during COVID-19 outbreak.	Dermatol Ther
32223072	COVID-19: Face masks and human-to-human transmission.	Influenza Other Respir Viruses
32223068	Precautionary measures needed for ophthalmologists during pandemic of the coronavirus disease 2019 (COVID-19).	Acta Ophthalmol
32223063	"Italian Society of Interventional Cardiology (GISE) Position Paper for Cath lab-specific Preparedness Recommendations for Healthcare providers in case of suspected, probable or confirmed cases of COVID-19."	Catheter Cardiovasc Interv
32223012	68 Consecutive patients assessed for COVID-19 infection; experience from a UK regional infectious disease unit.	Influenza Other Respir Viruses
32223004	Art of performing dermoscopy during the times of coronavirus disease (COVID-19): Simple change in approach can save the day!	J Eur Acad Dermatol Venereol
32223003	European Task Force on Atopic Dermatitis (ETFAD) statement on severe acute respiratory syndrome coronavirus 2 (SARS-Cov-2)-infection and atopic dermatitis.	J Eur Acad Dermatol Venereol
32222995	Phylogenetic analysis of the first four SARS-CoV-2 cases in Chile.	J Med Virol
32222993	GENOMIC CHARACTERISATION AND PHYLOGENETIC ANALYSIS OF SARS-COV-2 IN ITALY.	J Med Virol
32222992	Detectable SARS-CoV-2 Viral RNA in Feces of Three Children during Recovery Period of COVID-19 Pneumonia.	J Med Virol
32222988	Review article: gastrointestinal features in COVID-19 and the possibility of faecal transmission.	Aliment Pharmacol Ther
32222986	"Clinical Characteristics of 54 medical staff with COVID-19: A retrospective study in a single center in Wuhan, China."	J Med Virol
32222956	Prevalence and impact of diabetes among people infected with SARS-CoV-2.	J Endocrinol Invest
32222911	Providing pharmacy services during the coronavirus pandemic.	Int J Clin Pharm
32222883	Chronic kidney disease is associated with severe coronavirus disease 2019 (COVID-19) infection.	Int Urol Nephrol
