pmid	title	journal
32213305	COVID-19 can present with a rash and be mistaken for Dengue.	J Am Acad Dermatol
32213270	[Epidemiological analysis on 1 052 cases of COVID-19 in epidemic clusters].	Zhonghua Liu Xing Bing Xue Za Zhi
32213269	[Analysis on cluster cases of COVID-19 in Tianjin].	Zhonghua Liu Xing Bing Xue Za Zhi
32213268	"[Risk assessment and early warning of imported COVID-19 in 21 cities, Guangdong province]."	Zhonghua Liu Xing Bing Xue Za Zhi
32213267	"[Interpretation of pathological changes for ""Guidelines for the Diagnosis and Treatment of COVID-19 by the National Health Commission (Trial Version 7)""]."	Zhonghua Bing Li Xue Za Zhi
32213260	Pharmacologic Treatments and Supportive Care for Middle East Respiratory Syndrome.	Emerg Infect Dis
32213232	An Effective Model for the Outpatient Management of COVID-19.	Infect Control Hosp Epidemiol
32213231	Absence of contamination of personal protective equipment (PPE) by Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).	Infect Control Hosp Epidemiol
32213224	End-of-life care in the emergency department for the patient imminently dying of a highly transmissible acute respiratory infection (such as COVID-19).	CJEM
32213152	Are there any Therapeutic Options Currently Available for Wuhan Coronavirus?	Antiinflamm Antiallergy Agents Med Chem
32213081	Strengthening China's Public Health Response System: From SARS to COVID-19.	Am J Public Health
32212981	A Message to Our Community in the Midst of the COVID-19 Pandemic.	Hum Gene Ther
32212942	Another Day in Dystopia. Italy in the Time of COVID-19.	Med Anthropol
32212931	The COVID-19 Pandemic: Making Sense of Rumor and Fear.	Med Anthropol
32212930	"COVID-19, Risk, Fear, and Fall-out."	Med Anthropol
32212881	Controversies about COVID-19 and anticancer treatment with immune checkpoint inhibitors.	Immunotherapy
32212779	Cancer Care Delivery Challenges Amidst Coronavirus Disease - 19 (COVID-19) Outbreak: Specific Precautions for Cancer Patients and Cancer Care Providers to Prevent Spread.	Asian Pac J Cancer Prev
32212578	Chest CT Findings in a Pregnant Patient with 2019 Novel Coronavirus Disease	Balkan Med J
32212540	Audio Interview: Practical Measures to Help Prevent Covid-19.	N Engl J Med
32212516	Critical Supply Shortages - The Need for Ventilators and Personal Protective Equipment during the Covid-19 Pandemic.	N Engl J Med
32212515	Novel Coronavirus and Old Lessons - Preparing the Health System for the Pandemic.	N Engl J Med
32212513	The Trial of Chloroquine in the Treatment of Corona Virus Disease 2019 COVID-19 and Its Research Progress in Forensic Toxicology.	Fa Yi Xue Za Zhi
32212512	Retrospective Analysis of 61 Cases of Children Died of Viral Pneumonia.	Fa Yi Xue Za Zhi
32212409	Considerations for Cardiac Catheterization Laboratory Procedures During the COVID-19 Pandemic Perspectives from the Society for Cardiovascular Angiography and Interventions Emerging Leader Mentorship (SCAI ELM) Members and Graduates.	Catheter Cardiovasc Interv
32212392	Leukoerythroblastic reaction in a patient with COVID-19 infection.	Am J Hematol
32212386	Coronavirus Disease 2019 in Geriatrics and Long-term Care: The ABCDs of COVID-19.	J Am Geriatr Soc
32212378	Optimizing COVID-19 candidate therapeutics: Thinking Without Borders.	Clin Transl Sci
32212348	Why is COVID-19 so mild in children?	Acta Paediatr
32212240	Disseminated intravascular coagulation in patients with 2019-nCoV pneumonia.	J Thromb Haemost
32212141	"COVID-19, guests and crews of cruise: observation on Thai citizens."	Int Marit Health
32212140	Coronavirus (Covid-19) outbreak on the cruise ship Diamond Princess.	Int Marit Health
32212138	Coronavirus Disease 2019 as a challenge for maritime medicine.	Int Marit Health
32212122	"Suggestions for infection prevention and control in digestive endoscopy during current 2019-nCoV pneumonia outbreak in Wuhan, Hubei province, China."	Endoscopy
32212103	Practical considerations for performing regional anesthesia: lessons learned from the COVID-19 pandemic.	Can J Anaesth
32212099	COVID-19 may transmit through aerosol.	Ir J Med Sci
32212059	COVID-19 containment: China provides important lessons for global response.	Front Med
32212058	Protecting healthcare personnel from 2019-nCoV infection risks: lessons and suggestions.	Front Med
32211963	Coronavirus disease 2019: initial chest CT findings.	Eur Radiol
32211920	Coronavirus disease 2019 (COVID-19): update for anesthesiologists and intensivists March 2020.	Anaesthesist
32211911	A midpoint perspective on the COVID-19 pandemic.	Singapore Med J
32211844	Analysis of Epidemiological and Clinical features in older patients with Corona Virus Disease 2019 (COVID-19) out of Wuhan.	Clin Infect Dis
32211831	Postacute Care Preparedness for COVID-19: Thinking Ahead.	JAMA
32211830	Preserving Clinical Trial Integrity During the Coronavirus Pandemic.	JAMA
32211820	"SARS-CoV-2 Transmission in Patients With Cancer at a Tertiary Care Hospital in Wuhan, China."	JAMA Oncol
32211816	"Association of Cardiac Injury With Mortality in Hospitalized Patients With COVID-19 in Wuhan, China."	JAMA Cardiol
32211809	An Acute Respiratory Infection Runs Into the Most Common Noncommunicable Epidemic-COVID-19 and Cardiovascular Diseases.	JAMA Cardiol
32211801	Health measures to travelers and cruise ships in response to COVID-19.	J Travel Med
32211799	Routes for COVID-19 importation in Brazil.	J Travel Med
32211789	The first locally acquired novel case of 2019-nCoV infection in a healthcare worker in the Paris area.	Clin Infect Dis
32211771	Could chloroquine /hydroxychloroquine be harmful in Coronavirus Disease 2019 (COVID-19) treatment?	Clin Infect Dis
32211765	"Inflammatory bowel disease care in the COVID-19 pandemic era: the Humanitas, Milan experience."	J Crohns Colitis
32211755	Epidemiological and Clinical Predictors of COVID-19.	Clin Infect Dis
32211279	An Ounce of Prevention: Coronavirus (COVID-19) and Mass Gatherings.	Cureus
32210742	Role of changes in SARS-CoV-2 spike protein in the interaction with the human ACE2 receptor: An in silico analysis.	EXCLI J
32210741	Unrevealing sequence and structural features of novel coronavirus using in silico approaches: The main protease as molecular target.	EXCLI J
32210483	The Battle Against COVID-19: Where Do We Stand Now?	Iran J Med Sci
32210421	COVID-19 in intensive care. Some necessary steps for health care workers.	Monaldi Arch Chest Dis
32210386	Care for laboratory animals during COVID-19 crisis.	Nature
32210385	COVID-19: protect great apes during human pandemics.	Nature
32210384	COVID-19: ban 'orientalism' by critics of wildlife trade.	Nature
32210378	Coronavirus pandemic threatens launch of world's most-expensive telescope.	Nature
32210377	Five tips for moving teaching online as COVID-19 takes hold.	Nature
32210376	How to help the free market fight coronavirus.	Nature
32210236	"Epidemiological data from the COVID-19 outbreak, real-time case information."	Sci Data
32210130	Evolutionary Trajectory for the Emergence of Novel Coronavirus SARS-CoV-2.	Pathogens
32209891	Managing COVID-19 in Surgical Systems.	Ann Surg
32209890	"Clinical characteristics of fatal and recovered cases of coronavirus disease 2019 (COVID-19) in Wuhan, China: a retrospective study."	Chin Med J (Engl)
32209889	Advances in the relationship between coronavirus infection and coagulation function.	Chin Med J (Engl)
32209888	Diagnosis and Treatment Plan for COVID-19 (Trial Version 6).	Chin Med J (Engl)
32209887	Potential therapeutic options for coronavirus disease 2019: using knowledge of past outbreaks to guide future treatment.	Chin Med J (Engl)
32209831	How should rehabilitative departments of hospitals prepare for coronavirus disease 2019?	Am J Phys Med Rehabil
32209811	Angiotensin II for the Treatment of COVID-19-Related Vasodilatory Shock.	Anesth Analg
32209810	Recommendations for Endotracheal Intubation of COVID-19 Patients.	Anesth Analg
32209661	The Rheumatologist's Role in Covid-19.	J Rheumatol
32209598	COVID-19 Challenges Basic Researchers.	Cancer Discov
32209588	"Covid-19: medical students should not work outside their competency, says BMA."	BMJ
32209559	Doctors' wellbeing: self-care during the covid-19 pandemic.	BMJ
32209558	Covid-19: doctors are given new guidelines on when to admit patients to critical care.	BMJ
32209554	Football cannot restart soon during the COVID-19 emergency! A critical perspective from the Italian experience and a call for action.	Br J Sports Med
32209552	Helen Salisbury: Coronavirus diaries.	BMJ
32209551	Covid-19: local implementation of tracing and testing programmes could enable some schools to reopen.	BMJ
32209549	"Covid-19: trials of four potential treatments to generate ""robust data"" of what works."	BMJ
32209548	"Covid-19: UK lockdown is ""crucial"" to saving lives, say doctors and scientists."	BMJ
32209544	Covid-19: most patients require mechanical ventilation in first 24 hours of critical care.	BMJ
32209542	"Don't forget chronic lung and immune conditions during covid-19, says WHO."	BMJ
32209539	Clare Gerada: Doctors on the covid-19 front line also need to protect themselves and their colleagues.	BMJ
32209526	Management strategy of novel coronavirus (COVID-19) pneumonia in the radiology department: a Chinese experience.	Diagn Interv Radiol
32209502	Novel coronavirus SARS-CoV-2: familial spread resulting in COVID-19 pneumonia in a pediatric patient.	Diagn Interv Radiol
32209385	Profile of Specific Antibodies to SARS-CoV-2: The First Report.	J Infect
32209384	Wuhan and Hubei COVID-19 mortality analysis reveals the critical role of timely supply of medical resources.	J Infect
32209383	Herd immunity - estimating the level required to halt the COVID-19 epidemics in affected countries.	J Infect
32209382	The Clinical Characteristics of Myocardial injury 1 in Severe and Very Severe Patients with 2019 Novel Coronavirus Disease.	J Infect
32209381	Comparisons of nucleic acid conversion time of SARS-CoV-2 of different samples in ICU and non-ICU patients.	J Infect
32209313	New therapeutic opportunities for COVID-19 patients with Tocilizumab: Possible correlation of interleukin-6 receptor inhibitors with osteonecrosis of the jaws.	Oral Oncol
32209276	Putting resiliency of a health system to the test: COVID-19 in Taiwan.	J Formos Med Assoc
32209231	"Computers and viral diseases. Preliminary bioinformatics studies on the design of a synthetic vaccine and a preventative peptidomimetic antagonist against the SARS-CoV-2 (2019-nCoV, COVID-19) coronavirus."	Comput Biol Med
32209226	Publishing in the time of COVID-19.	Elife
32209164	"Coronavirus disease (COVID-19) in a paucisymptomatic patient: epidemiological and clinical challenge in settings with limited community transmission, Italy, February 2020."	Euro Surveill
32209163	"Serological and molecular findings during SARS-CoV-2 infection: the first case study in Finland, January to February 2020."	Euro Surveill
32209118	Using the spike protein feature to predict infection risk and monitor the evolutionary dynamic of coronavirus.	Infect Dis Poverty
32208987	Renin-Angiotensin System Blockers and the COVID-19 Pandemic: At Present There Is No Evidence to Abandon Renin-Angiotensin System Blockers.	Hypertension
32208983	"All Feet On Deck-The Role of Podiatry During the COVID-19 Pandemic: Preventing hospitalizations in an overburdened healthcare system, reducing amputation and death in people with diabetes."	J Am Podiatr Med Assoc
32208977	Can chlorine dioxide prevent the spreading of coronavirus or other viral infections? Medical hypotheses.	Physiol Int
32208975	Applying the Lessons of Influenza to Coronavirus During a Time of Uncertainty.	Circulation
32208917	The different clinical characteristics of corona virus disease cases between children and their families in China - the character of children with COVID-19.	Emerg Microbes Infect
32208840	Clinical observation and management of COVID-19 patients.	Emerg Microbes Infect
32208497	COVID-19 pandemic: palliative care for elderly and frail patients at home and in residential and nursing homes.	Swiss Med Wkly
32208495	COVID-19 pandemic: triage for intensive-care treatment under resource scarcity.	Swiss Med Wkly
32208494	COVID-19: decision making and palliative care.	Swiss Med Wkly
32208493	Recommendations for the admission of patients with COVID-19 to intensive care and intermediate care units (ICUs and IMCUs).	Swiss Med Wkly
32208486	"Treating COVID-19-Off-Label Drug Use, Compassionate Use, and Randomized Clinical Trials During Pandemics."	JAMA
32208485	COVID-19 and Angiotensin-Converting Enzyme Inhibitors and Angiotensin Receptor Blockers: What Is the Evidence?	JAMA
32208481	Rapid Response to COVID-19: Health Informatics Support for Outbreak Management in an Academic Health System.	J Am Med Inform Assoc
32208412	Coronavirus disease 2019 outbreak.	Panminerva Med
32208140	The Battle Against Coronavirus Disease 2019 (COVID-19): Emergency Management and Infection Control in a Radiology Department.	J Am Coll Radiol
32208139	Coronavirus Disease 2019 (COVID-19) and Beyond: Micropractices for Burnout Prevention and Emotional Wellness.	J Am Coll Radiol
32208138	Novel Screening and Triage Strategy in Iran During Deadly Coronavirus Disease 2019 (COVID-19) Epidemic: Value of Humanitarian Teleconsultation Service.	J Am Coll Radiol
32208010	CT Findings of Coronavirus Disease (COVID-19) Severe Pneumonia.	AJR Am J Roentgenol
32207994	"Critical Organizational Issues for Cardiologists in the COVID-19 Outbreak: A Frontline Experience From Milan, Italy."	Circulation
32207983	Covid-19 infection and mortality - A physiologist's perspective enlightening clinical features and plausible interventional strategies.	Am J Physiol Lung Cell Mol Physiol
32207910	Novel 2019 coronavirus SARS-CoV-2 (COVID-19): An updated overview for emergency clinicians	Emerg Med Pract
32207808	US Emergency Legal Responses to Novel Coronavirus: Balancing Public Health and Civil Liberties.	JAMA
32207807	Preparation for Possible Sustained Transmission of 2019 Novel Coronavirus: Lessons From Previous Epidemics.	JAMA
32207769	Coronavirus Disease 2019 and Influenza 2019-2020.	JAMA
32207680	COVID-19: the new challenge for rheumatologists.	Clin Exp Rheumatol
32207679	Identifying Locations with Possible Undetected Imported Severe Acute Respiratory Syndrome Coronavirus 2 Cases by Using Importation Predictions.	Emerg Infect Dis
32207676	"2019-ncov's epidemic in middle province of northern Italy: impact, logistic & strategy in the first line hospital."	Disaster Med Public Health Prep
32207674	Chronology of COVID-19 cases on the Diamond Princess cruise ship and ethical considerations: a report from Japan.	Disaster Med Public Health Prep
32207592	[Anesthesia management in cesarean section for a patient with coronavirus disease 2019].	Zhejiang Da Xue Xue Bao Yi Xue Ban
32207591	[CT imaging features of patients with different clinical types of coronavirus disease 2019 (COVID-19)].	Zhejiang Da Xue Xue Bao Yi Xue Ban
32207542	Action at a Distance: Geriatric Research during a Pandemic.	J Am Geriatr Soc
32207541	"COVID-19, Urologists and Hospitals."	Urol J
32207540	Urology practice in the time of COVID-19.	Urol J
32207377	Establishment and validation of a pseudovirus neutralization assay for SARS-CoV-2.	Emerg Microbes Infect
32207257	A Patient with COVID-19 Presenting a False-Negative Reverse Transcriptase Polymerase Chain Reaction Result.	Korean J Radiol
32207256	Key Considerations for Radiologists When Diagnosing the Novel Coronavirus Disease (COVID-19).	Korean J Radiol
32207255	"Mediastinal Emphysema, Giant Bulla, and Pneumothorax Developed during the Course of COVID-19 Pneumonia."	Korean J Radiol
32207208	How to perform lung ultrasound in pregnant women with suspected COVID-19 infection.	Ultrasound Obstet Gynecol
32207189	ISUOG Safety Committee Position Statement: safe performance of obstetric and gynecological scans and equipment cleaning in the context of COVID-19.	Ultrasound Obstet Gynecol
32207068	Practical indications for the prevention and management of SARS-CoV-2 in ambulatory dialysis patients: lessons from the first phase of the epidemics in Lombardy.	J Nephrol
32207032	"Clinical Characteristics of Children with Coronavirus Disease 2019 in Hubei, China."	Curr Med Sci
32206694	"Structural, glycosylation and antigenic variation between 2019 novel coronavirus (2019-nCoV) and SARS coronavirus (SARS-CoV)."	Virusdisease
32206052	COVID-19 and smoking: A systematic review of the evidence.	Tob Induc Dis
32205937	"Is A Problem Shared, A Problem Halved? Not Always! The Novel Coronavirus COVID-19 Outbreak."	Indian J Crit Care Med
32205872	Coronavirus tests: researchers chase new diagnostics to fight the pandemic.	Nature
32205870	Coronavirus puts drug repurposing on the fast track.	Nat Biotechnol
32205856	COVID-19 infection: the perspectives on immune responses.	Cell Death Differ
32205822	Deep Learning Localization of Pneumonia: 2019 Coronavirus (COVID-19) Outbreak.	J Thorac Imaging
32205796	How COVID-19 Outbreak Is Impacting Colorectal Cancer Patients in Italy: A Long Shadow Beyond Infection.	Dis Colon Rectum
32205711	Bronchoscopy in the Age of COVID-19.	J Bronchology Interv Pulmonol
32205709	The challenge of emergency medicine facing the COVID-19 outbreak.	Eur J Emerg Med
32205660	Novel Coronavirus and Orthopaedic Surgery: Early Experiences from Singapore.	J Bone Joint Surg Am
32205644	COVID-19 Disease With Positive Fecal and Negative Pharyngeal and Sputum Viral Tests.	Am J Gastroenterol
32205458	Aggregated mobility data could help fight COVID-19.	Science
32205399	WHO must prioritise the needs of older people in its response to the covid-19 pandemic.	BMJ
32205356	Covid-19: doctors in final trimester of pregnancy should avoid direct patient contact.	BMJ
32205354	Clinical trials suspended in UK to prioritise covid-19 studies and free up staff.	BMJ
32205350	Tilorone: A Broad-Spectrum Antiviral For Emerging Viruses.	Antimicrob Agents Chemother
32205349	Updated approaches against SARS-CoV-2.	Antimicrob Agents Chemother
32205342	Covid-19: US testing ramps up as early response draws harsh criticism.	BMJ
32205336	Are my patients with rheumatic diseases at higher risk of COVID-19?	Ann Rheum Dis
32205334	Covid-19: identifying and isolating asymptomatic people helped eliminate virus in Italian village.	BMJ
32205321	Covid-19: six million doses of hydroxychloroquine donated to US despite lack of evidence.	BMJ
32205317	"Covid-19: give NHS staff rest spaces and free parking not thank yous, says doctor."	BMJ
32205309	Covid-19: Highest risk patients are asked to stay at home for 12 weeks.	BMJ
32205306	Covid-19: European drugs agency to review safety of ibuprofen.	BMJ
32205284	"Epidemiological, clinical characteristics of cases of SARS-CoV-2 infection with abnormal imaging findings."	Int J Infect Dis
32205272	COVID-19: Active measures to support community-dwelling older adults.	Travel Med Infect Dis
32205271	"COVID-19: Facemask use prevalence in international airports in Asia, Europe and the Americas, March 2020."	Travel Med Infect Dis
32205270	The holy week 2020 and the beginning of COVID-19 epidemics in Latin America.	Travel Med Infect Dis
32205269	"Rapid viral diagnosis and ambulatory management of suspected COVID-19 cases presenting at the infectious diseases referral hospital in Marseille, France, - January 31st to March 1st, 2020: A respiratory virus snapshot."	Travel Med Infect Dis
32205268	Buffer areas in emergency department to handle potential COVID-19 community infection in Taiwan.	Travel Med Infect Dis
32205267	YouTube as source of information on 2019 novel coronavirus outbreak: a cross sectional study of English and Mandarin content.	Travel Med Infect Dis
32205232	Lianhuaqingwen exerts anti-viral and anti-inflammatory activity against novel coronavirus (SARS-CoV-2).	Pharmacol Res
32205220	Don't overlook digestive symptoms in patients with 2019 novel coronavirus disease (COVID-19).	Clin Gastroenterol Hepatol
32205204	Hydroxychloroquine and azithromycin as a treatment of COVID-19: results of an open-label non-randomized clinical trial.	Int J Antimicrob Agents
32205186	"COVID-19 infection and rheumatoid arthritis: Faraway, so close!"	Autoimmun Rev
32205162	Rapid response to COVID-19 outbreak in Northern Italy: how to convert a classic infectious disease ward into a COVID-19 response centre.	J Hosp Infect
32205158	An integrated response to the impact of coronavirus outbreak on the Emergency Medical Services of Emilia Romagna.	Resuscitation
32205140	The Progression of Computed Tomographic (CT) Images in Patients with Coronavirus Disease (COVID-19) Pneumonia: The CT progression of COVID-19 pneumonia.	J Infect
32205138	The index case of SARS-CoV-2 in Scotland: a case report.	J Infect
32205120	Traumatization in medical staff helping with COVID-19 control.	Brain Behav Immun
32205119	One size does not fit all - Patterns of vulnerability and resilience in the COVID-19 pandemic and why heterogeneity of disease matters.	Brain Behav Immun
32205092	TH17 responses in cytokine storm of COVID-19: An emerging target of JAK2 inhibitor Fedratinib.	J Microbiol Immunol Infect
32205091	Internationally lost COVID-19 cases.	J Microbiol Immunol Infect
32205090	Interrupting COVID-19 transmission by implementing enhanced traffic control bundling: Implications for global prevention and control efforts.	J Microbiol Immunol Infect
32205073	A cured patient with 2019-nCoV pneumonia.	Am J Med
32204990	Imaging Features of Coronavirus disease 2019 (COVID-19): Evaluation on Thin-Section CT.	Acad Radiol
32204987	Coronavirus Disease (COVID-19): Spectrum of CT Findings and Temporal Progression of the Disease.	Acad Radiol
32204949	An update on CT chest findings in coronavirus disease-19 (COVID-19).	Heart Lung
32204922	"COVID-19, a worldwide public health emergency."	Rev Clin Esp
32204907	The Novel Coronavirus 2019 epidemic and kidneys.	Kidney Int
32204758	[Emergency plan for inter-hospital transfer of newborns with SARS-CoV-2 infection].	Zhongguo Dang Dai Er Ke Za Zhi
32204757	[Twin girls infected with SARS-CoV-2].	Zhongguo Dang Dai Er Ke Za Zhi
32204756	[Clinical features and chest CT findings of coronavirus disease 2019 in infants and young children].	Zhongguo Dang Dai Er Ke Za Zhi
32204755	[SARS-CoV-2 infection with gastrointestinal symptoms as the first manifestation in a neonate].	Zhongguo Dang Dai Er Ke Za Zhi
32204754	[Response plan in the neonatal intensive care unit during epidemic of SARS-CoV-2 infection (2nd Edition)].	Zhongguo Dang Dai Er Ke Za Zhi
32204753	[An interpretation on perinatal and neonatal management plan for prevention and control of SARS-CoV-2 infection (2nd Edition)].	Zhongguo Dang Dai Er Ke Za Zhi
32204752	[Perinatal and neonatal management plan for prevention and control of SARS-CoV-2 infection (2nd Edition)].	Zhongguo Dang Dai Er Ke Za Zhi
32204751	Consideration of the respiratory support strategy of severe acute respiratory failure caused by SARS-CoV-2 infection in children.	Zhongguo Dang Dai Er Ke Za Zhi
32204750	[Standardized management guideline for pediatric wards of hematology and oncology during the epidemic of coronavirus disease 2019].	Zhongguo Dang Dai Er Ke Za Zhi
32204411	The Impact of COVID-19 Epidemic Declaration on Psychological Consequences: A Study on Active Weibo Users.	Int J Environ Res Public Health
32203977	Case-Fatality Rate and Characteristics of Patients Dying in Relation to COVID-19 in Italy.	JAMA
32203970	Should COVID-19 Concern Nephrologists? Why and to What Extent? The Emerging Impasse of Angiotensin Blockade.	Nephron
32203757	Policies on the use of respiratory protection for hospital health workers to protect from coronavirus disease (COVID-19).	Int J Nurs Stud
32203711	Planning and provision of ECMO services for severe ARDS during the COVID-19 pandemic and other outbreaks of emerging infectious diseases.	Lancet Respir Med
32203710	Rational use of face masks in the COVID-19 pandemic.	Lancet Respir Med
32203709	Treatment for severe acute respiratory distress syndrome from COVID-19.	Lancet Respir Med
32203708	"COVID-19 outbreak: less stethoscope, more ultrasound."	Lancet Respir Med
32203693	Mass gathering events and reducing further global spread of COVID-19: a political and public health dilemma.	Lancet
32203680	COVID-19 and the liver: little cause for concern.	Lancet Gastroenterol Hepatol
32203672	Ventilatory Ratio in Hypercapnic Mechanically Ventilated Patients with COVID-19 Associated ARDS.	Am J Respir Crit Care Med
32203671	Rising to the Challenge of the Novel SARS-coronavirus-2 (SARS-CoV-2): Advice for Pulmonary and Critical Care and an Agenda for Research.	Am J Respir Crit Care Med
32203437	Insights from nanomedicine into chloroquine efficacy against COVID-19.	Nat Nanotechnol
32203382	Scientists exposed to coronavirus wonder: why weren't we notified?	Nature
32203376	Covert coronavirus infections could be seeding new outbreaks.	Nature
32203371	Coronavirus lockdown: What I learnt when I shut my cancer lab in 48 hours.	Nature
32203367	Coronavirus vaccines: five key questions as trials begin.	Nature
32203366	The coronavirus pandemic in five powerful charts.	Nature
32203363	South Korea is reporting intimate details of COVID-19 cases: has it helped?	Nature
32203360	What China's coronavirus response can teach the rest of the world.	Nature
32203355	How much is coronavirus spreading under the radar?	Nature
32203350	Coronavirus fears cancel world's biggest physics meeting.	Nature
32203324	COVID-19 and the crisis of national development.	Nat Hum Behav
32203294	"Fast, portable tests come online to curb coronavirus pandemic."	Nat Biotechnol
32203269	The impact of COVID-19 on the provision of donor hematopoietic stem cell products worldwide: collateral damage.	Bone Marrow Transplant
32203189	Characterization of the receptor-binding domain (RBD) of 2019 novel coronavirus: implication for development of RBD protein as a viral attachment inhibitor and vaccine.	Cell Mol Immunol
32203188	Functional exhaustion of antiviral lymphocytes in COVID-19 patients.	Cell Mol Immunol
32203186	Elevated exhaustion levels and reduced functional diversity of T cells in peripheral blood may predict severe progression in COVID-19 patients.	Cell Mol Immunol
32202993	"Public Mental Health Crisis during COVID-19 Pandemic, China."	Emerg Infect Dis
32202977	The Role of Telehealth in Reducing the Mental Health Burden from COVID-19.	Telemed J E Health
32202911	"Recommendations by the SEPD and AEG, both in general and on the operation of gastrointestinal endoscopy and gastroenterology units, concerning the current SARS-CoV-2 pandemic (March, 18)."	Rev Esp Enferm Dig
32202824	The novel coronavirus (COVID-2019) outbreak: Amplification of public health consequences by media exposure.	Health Psychol
32202722	Fair Allocation of Scarce Medical Resources in the Time of Covid-19.	N Engl J Med
32202659	Coronavirus disease 2019: the harms of exaggerated information and non-evidence-based measures.	Eur J Clin Invest
32202647	Mimics and chameleons of COVID-19.	Swiss Med Wkly
32202646	Factors Associated With Mental Health Outcomes Among Health Care Workers Exposed to Coronavirus Disease 2019.	JAMA Netw Open
32202641	Exercising Heart and Head in Managing Coronavirus Disease 2019 in Wuhan.	JAMA Netw Open
32202635	Covid-19: Protecting Worker Health.	Ann Work Expo Health
32202611	Social Media and Emergency Preparedness in Response to Novel Coronavirus.	JAMA
32202608	Ethics Committee Reviews of Applications for Research Studies at 1 Hospital in China During the 2019 Novel Coronavirus Epidemic.	JAMA
32202553	[COVID-19 coronavirus: what implications for Cardiology?]	G Ital Cardiol (Rome)
32202513	Changing the editorial process at JCI and JCI Insight in response to the COVID-19 pandemic.	J Clin Invest
32202489	Risk of COVID-19 importation to the Pacific islands through global air travel.	Epidemiol Infect
32202421	Can a Paper-Based Device Trace COVID-19 Sources with Wastewater-Based Epidemiology?	Environ Sci Technol
32202420	An Imperative Need for Research on the Role of Environmental Factors in Transmission of Novel Coronavirus (COVID-19).	Environ Sci Technol
32202401	Urology practice during COVID-19 pandemic.	Minerva Urol Nefrol
32202343	Systematic review of COVID-19 in children shows milder cases and a better prognosis than adults.	Acta Paediatr
32202336	Nursing and the Novel Coronavirus: Risks and Responsibilities in a Global Outbreak.	J Adv Nurs
32202261	Prudent public health intervention strategies to control the coronavirus disease 2019 transmission in India: A mathematical model-based approach.	Indian J Med Res
32202260	COVID-19: Impact on health of people & wealth of nations.	Indian J Med Res
32202259	Need for integrated surveillance at human-animal interface for rapid detection & response to emerging coronavirus infections using One Health approach.	Indian J Med Res
32202258	Guidance for building a dedicated health facility to contain the spread of the 2019 novel coronavirus outbreak.	Indian J Med Res
32202257	Transmission electron microscopy imaging of SARS-CoV-2.	Indian J Med Res
32202256	Lopinavir/ritonavir combination therapy amongst symptomatic coronavirus disease 2019 patients in India: Protocol for restricted public health emergency use.	Indian J Med Res
32202255	Ethics preparedness for infectious disease outbreaks research in India: A case for novel coronavirus disease 2019.	Indian J Med Res
32202241	Therapies used in rheumatology with relevance to coronavirus disease 2019.	Clin Exp Rheumatol
32202240	"COVID-19, cytokines and immunosuppression: what can we learn from severe acute respiratory syndrome?"	Clin Exp Rheumatol
32202064	COVID-19: A Global Transplant Perspective on Successfully Navigating a Pandemic.	Am J Transplant
32202041	Alzheimer's Disease Research Enterprise in the Era of COVID-19/SARS-CoV-2.	Alzheimers Dement
32202014	Three children who recovered from novel coronavirus 2019 pneumonia.	J Paediatr Child Health
32202002	Questions raised by COVID-19 case descriptions.	J Paediatr Child Health
32201983	Dermatology staff participate in fight against Covid-19 in China.	J Eur Acad Dermatol Venereol
32201972	Global coronavirus pandemic (2019-nCOV): Implication for an Italian medium size dermatological clinic of a ii level hospital.	J Eur Acad Dermatol Venereol
32201889	A COVID-19 Transmission within a family cluster by presymptomatic infectors in China.	Clin Infect Dis
32201554	COVID-19 R0: Magic number or conundrum?	Infect Dis Rep
32201449	Drug targets for corona virus: A systematic review.	Indian J Pharmacol
32201439	Therapeutic options for the treatment of 2019-novel coronavirus: An evidence-based approach.	Indian J Pharmacol
32201376	Covid-19 mass testing facilities could end the epidemic rapidly.	BMJ
32201354	SARS-CoV-2: fear versus data.	Int J Antimicrob Agents
32201353	A review of the 2019 Novel Coronavirus (COVID-19) based on current evidence.	Int J Antimicrob Agents
32201339	Hand hygiene and the novel coronavirus pandemic: The role of healthcare workers.	J Hosp Infect
32201338	Lack of SARS-CoV-2 RNA environmental contamination in a tertiary referral hospital for infectious diseases in Northern Italy.	J Hosp Infect
32201335	"Cardiovascular Considerations for Patients, Health Care Workers, and Health Systems During the Coronavirus Disease 2019 (COVID-19) Pandemic."	J Am Coll Cardiol
32201224	Managing COVID-19 in the oncology clinic and avoiding the distraction effect.	Ann Oncol
32201156	Comprehensive analysis for diagnosis of novel coronavirus disease (COVID-19) infection.	J Infect
32201155	The evolution of CT characteristics in the patients with COVID-19 pneumonia.	J Infect
32201125	Novel coronavirus pneumonia.	Braz J Infect Dis
32201080	Spike protein recognition of mammalian ACE2 predicts the host range and an optimized ACE2 for SARS-CoV-2 infection.	Biochem Biophys Res Commun
32201054	Contact lens practice in the time of COVID-19.	Cont Lens Anterior Eye
32200994	High-flow nasal-oxygenation-assisted fibreoptic tracheal intubation in critically ill patients with COVID-19 pneumonia: a prospective randomised controlled trial.	Br J Anaesth
32200663	Coronavirus Disease 2019 (COVID-19) and Cardiovascular Disease.	Circulation
